时间,店名,产品,个数
2022/7/17,蜀大侠成都锦门店（直营店）,自然馋千丝黄喉1kg*10,1
2022/7/17,蜀大侠成都锦门店（直营店）,冷冻海带1kg*10,1
2022/7/17,蜀大侠成都锦门店（直营店）,自然馋黑土猪火锅午餐肉340g*24,3
2022/7/17,蜀大侠成都锦门店（直营店）,枸杞1.5kg,1
2022/7/17,蜀大侠成都锦门店（直营店）,自然馋牛奶鸭血300g*20,5
2022/7/17,蜀大侠成都锦门店（直营店）,探川鸭肠腌制调味料2.5kg,1
2022/7/17,蜀大侠成都锦门店（直营店）,自然馋香辣蘸料500g*20,1
2022/7/17,蜀大侠成都锦门店（直营店）,探川毛肚腌制调味料2.5kg,1
2022/7/17,蜀大侠成都锦门店（直营店）,自然馋火锅川粉180g*50,2
2022/7/17,蜀大侠成都锦门店（直营店）,珍宝大卷纸,1
2022/7/17,蜀大侠成都锦门店（直营店）,一次性独立包装火锅筷32cm-1400双,1
2022/7/17,蜀大侠成都锦门店（直营店）,小枣1.5kg,1
2022/7/17,蜀大侠成都锦门店（直营店）,蜀大侠盒装纸巾(250盒),2
2022/7/17,蜀大侠成都锦门店（直营店）,笋胡子清水笋片1kg*10,1
2022/7/17,蜀大侠成都锦门店（直营店）,蜀大侠菌汤膏135g*74,1
2022/7/17,蜀大侠成都锦门店（直营店）,全木浆擦手纸(168-170mm)-24包,1
2022/7/17,蜀大侠成都锦门店（直营店）,千禾鲜蚝油6kg*2,2
2022/7/17,蜀大侠成都锦门店（直营店）,探川熟芝麻2kg,1
2022/7/17,蜀大侠成都锦门店（直营店）,元宝大豆油10L*2,3
2022/7/17,蜀大侠成都锦门店（直营店）,美好火腿肠170g*30,3
2022/7/17,蜀大侠成都锦门店（直营店）,蜀大侠食用植物调和油65ml*200,3
2022/7/17,蜀大侠成都锦门店（直营店）,千禾陈醋5L*2,1
2022/7/17,蜀大侠成都锦门店（直营店）,探川花生碎1kg*15,2
2022/7/17,蜀大侠成都锦门店（直营店）,探川混合芝麻酱1kg*10,1
2022/7/17,蜀大侠成都锦门店（直营店）,蜀大侠侠客打锅牛油100g*96,1
2022/7/17,蜀大侠成都锦门店（直营店）,蜀大侠专用竹签-5000根,1
2022/7/17,蜀大侠成都锦门店（直营店）,热敏纸80mm*80mm,1
2022/7/17,蜀大侠成都锦门店（直营店）,蜀大侠牛油无渣火锅底料1.75kg*9(升级版),3
2022/7/17,蜀大侠成都锦门店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),8
2022/7/17,蜀大侠成都锦门店（直营店）,开心牛肉小卡片-500个,1
2022/7/20,蜀大侠成都锦门店（直营店）,洋风椰蓉抹茶大福500g*10,1
2022/7/20,蜀大侠成都锦门店（直营店）,自然馋严选千层肚1kg*10,2
2022/7/20,蜀大侠成都锦门店（直营店）,水牛脆毛肚2.5kg*4,1
2022/7/20,蜀大侠成都锦门店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/7/22,蜀大侠成都锦门店（直营店）,鸡油13kg,1
2022/7/24,蜀大侠成都锦门店（直营店）,蜀大侠-笋子牛肉酱,1
2022/7/24,蜀大侠成都锦门店（直营店）,蜀大侠牛油火锅底料1.65kg*12（中锅升级版2.0）,6
2022/7/24,蜀大侠成都锦门店（直营店）,元宝牌特选长粒香米25kg,2
2022/7/24,蜀大侠成都锦门店（直营店）,蜀大侠牛油无渣火锅底料1.75kg*9(升级版),2
2022/7/24,蜀大侠成都锦门店（直营店）,蜀大侠食用植物调和油65ml*200,6
2022/7/25,蜀大侠成都锦门店（直营店）,八奇牛蓝标肥牛3.572*7,1
2022/7/25,蜀大侠成都锦门店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/7/25,蜀大侠成都锦门店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/7/25,蜀大侠成都锦门店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/7/25,蜀大侠成都锦门店（直营店）,自然馋*美好川味小酥肉1kg*10,1
2022/5/19,蜀大侠成都绿地468店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/5/19,蜀大侠成都绿地468店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/5/19,蜀大侠成都绿地468店（直营店）,自然馋黑鱼片500g*20,1
2022/5/19,蜀大侠成都绿地468店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/5/19,蜀大侠成都绿地468店（直营店）,大侠贡菜肉滑1kg*10,1
2022/5/19,蜀大侠成都绿地468店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),2
2022/5/19,蜀大侠成都绿地468店（直营店）,自然馋贡菜5kg,1
2022/5/19,蜀大侠成都绿地468店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/5/19,蜀大侠成都绿地468店（直营店）,原切大侠雪花肥牛20kg,1
2022/5/19,蜀大侠成都绿地468店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/5/19,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/5/19,蜀大侠成都绿地468店（直营店）,海霸王虾味饺100g*30,1
2022/5/19,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,3
2022/5/19,蜀大侠成都绿地468店（直营店）,自然馋酒酿迷你糍粑7.2kg,1
2022/5/19,蜀大侠成都绿地468店（直营店）,自然馋严选千层肚1kg*10,1
2022/5/19,蜀大侠成都绿地468店（直营店）,卤肥肠1kg*10,1
2022/5/19,蜀大侠成都绿地468店（直营店）,甜品塑料围边贴纸12cm*5cm-1000张,1
2022/5/19,蜀大侠成都绿地468店（直营店）,700ml火炬杯(无盖)-500个,1
2022/5/19,蜀大侠成都绿地468店（直营店）,甜品塑料围边33.1cm*10cm-1000张,1
2022/5/18,蜀大侠成都绿地468店（直营店）,甜品IP插旗7.5cm*2cm-1000张,1
2022/5/18,蜀大侠成都绿地468店（直营店）,饮品卡片14.5cm*4.5cm-1000张,1
2022/5/18,蜀大侠成都绿地468店（直营店）,牛乳茶1kg,3
2022/5/18,蜀大侠成都绿地468店（直营店）,水蜜桃果蓉1.2kg,3
2022/5/18,蜀大侠成都绿地468店（直营店）,汽泡机,1
2022/5/18,蜀大侠成都绿地468店（直营店）,甜品小花-960张,1
2022/5/18,蜀大侠成都绿地468店（直营店）,浦元家红豆龙珠850g,3
2022/5/18,蜀大侠成都绿地468店（直营店）,迪比克奶油1L,3
2022/5/18,蜀大侠成都绿地468店（直营店）,茉莉柠檬茶酱1.2kg,3
2022/5/18,蜀大侠成都绿地468店（直营店）,混合小芋圆700g,3
2022/5/18,蜀大侠成都绿地468店（直营店）,不锈钢樱花咖啡勺7.5cm*12.5cm-4把,10
2022/5/18,蜀大侠成都绿地468店（直营店）,巴西神果(红牛)1kg,3
2022/5/18,蜀大侠成都绿地468店（直营店）,冰糖糖浆2.5kg,3
2022/5/18,蜀大侠成都绿地468店（直营店）,三元牛奶1.5L*8,3
2022/5/21,蜀大侠成都绿地468店（直营店）,蜀大侠牛油无渣火锅底料1.75kg*9(升级版),1
2022/5/21,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),10
2022/5/21,蜀大侠成都绿地468店（直营店）,福粮长粒香米25kg,11
2022/5/21,蜀大侠成都绿地468店（直营店）,自然馋牛奶鸭血300g*20,5
2022/5/21,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1.65kg*10(中锅升级版),10
2022/5/21,蜀大侠成都绿地468店（直营店）,蜀大侠侠客打锅牛油50g*132,2
2022/5/21,蜀大侠成都绿地468店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),2
2022/5/21,蜀大侠成都绿地468店（直营店）,蜀大侠复合调味粉120g*75(升级版),2
2022/5/21,蜀大侠成都绿地468店（直营店）,蜀大侠复合调味粉100g*90(升级版),2
2022/5/21,蜀大侠成都绿地468店（直营店）,一次性pvc手套500双(统采),2
2022/5/21,蜀大侠成都绿地468店（直营店）,医用口罩-100个(统采),10
2022/5/21,蜀大侠成都绿地468店（直营店）,元宝大豆油10L*2,6
2022/5/21,蜀大侠成都绿地468店（直营店）,蜀大侠复合调味粉40g*225(升级版),1
2022/5/21,蜀大侠成都绿地468店（直营店）,枸杞1.5kg,1
2022/5/21,蜀大侠成都绿地468店（直营店）,自然馋火锅川粉180g*50,1
2022/5/21,蜀大侠成都绿地468店（直营店）,小枣1.5kg,1
2022/5/21,蜀大侠成都绿地468店（直营店）,自然馋土豆宽粉180g*50,2
2022/5/21,蜀大侠成都绿地468店（直营店）,回形针(统采),2
2022/5/21,蜀大侠成都绿地468店（直营店）,美好火腿肠170g*30,5
2022/5/21,蜀大侠成都绿地468店（直营店）,得力黑色中性笔-12支(统采),2
2022/5/21,蜀大侠成都绿地468店（直营店）,蜀大侠无糖薄荷糖2.5kg(海盐菠萝味),2
2022/5/21,蜀大侠成都绿地468店（直营店）,千禾陈醋5L*2,1
2022/5/21,蜀大侠成都绿地468店（直营店）,750ml方形打包盒-300个(统采),1
2022/5/21,蜀大侠成都绿地468店（直营店）,蜀大侠食用植物调和油65ml*200,1
2022/5/23,蜀大侠成都绿地468店（直营店）,黄天鹅高品质鸡蛋30个,2
2022/5/21,蜀大侠成都绿地468店（直营店）,自然馋酒酿迷你糍粑7.2kg,1
2022/5/21,蜀大侠成都绿地468店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/5/21,蜀大侠成都绿地468店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/5/21,蜀大侠成都绿地468店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/5/21,蜀大侠成都绿地468店（直营店）,洋风椰蓉抹茶大福500g*10,1
2022/5/21,蜀大侠成都绿地468店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/5/21,蜀大侠成都绿地468店（直营店）,泉润脱骨鸭掌2kg*6,1
2022/5/21,蜀大侠成都绿地468店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/5/21,蜀大侠成都绿地468店（直营店）,潮禧汕头牛肉丸AAA特级500g*20,1
2022/5/21,蜀大侠成都绿地468店（直营店）,大侠贡菜肉滑1kg*10,1
2022/5/21,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,1
2022/5/25,蜀大侠成都绿地468店（直营店）,自然馋严选千层肚1kg*10,2
2022/5/25,蜀大侠成都绿地468店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/5/25,蜀大侠成都绿地468店（直营店）,自然馋黑鱼片500g*20,1
2022/5/25,蜀大侠成都绿地468店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/5/25,蜀大侠成都绿地468店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/5/25,蜀大侠成都绿地468店（直营店）,八奇牛蓝标肥牛3.572*7,2
2022/5/25,蜀大侠成都绿地468店（直营店）,冷冻海带1kg*10,1
2022/5/25,蜀大侠成都绿地468店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/5/25,蜀大侠成都绿地468店（直营店）,和牛串串216g*20,1
2022/5/25,蜀大侠成都绿地468店（直营店）,黄天鹅高品质鸡蛋30个,1
2022/5/25,蜀大侠成都绿地468店（直营店）,自然馋贡菜5kg,1
2022/5/25,蜀大侠成都绿地468店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/5/25,蜀大侠成都绿地468店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/5/23,蜀大侠成都绿地468店（直营店）,巴西神果(红牛)1kg,5
2022/5/21,蜀大侠成都绿地468店（直营店）,医用口罩-100个(统采),50
2022/5/21,蜀大侠成都绿地468店（直营店）,八奇牛蓝标肥牛3.575*7,1
2022/5/23,蜀大侠成都绿地468店（直营店）,调味飞鱼籽1kg*10,1
2022/5/23,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,1
2022/5/23,蜀大侠成都绿地468店（直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/5/23,蜀大侠成都绿地468店（直营店）,自然馋麻辣排骨1.2kg*8,2
2022/5/23,蜀大侠成都绿地468店（直营店）,自然馋严选千层肚1kg*10,3
2022/5/23,蜀大侠成都绿地468店（直营店）,冷冻海带1kg*10,1
2022/5/23,蜀大侠成都绿地468店（直营店）,卤肥肠1kg*10,1
2022/5/23,蜀大侠成都绿地468店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/5/23,蜀大侠成都绿地468店（直营店）,大侠贡菜肉滑1kg*10,1
2022/5/23,蜀大侠成都绿地468店（直营店）,千喜鹤猪脑花(96个),1
2022/5/25,蜀大侠成都绿地468店（直营店）,塑料杯套8cm*5.5cm-1000个,1
2022/5/25,蜀大侠成都绿地468店（直营店）,红豆罐头930g,1
2022/5/25,蜀大侠成都绿地468店（直营店）,浦元家绿研茉莉（花茶）500g,3
2022/5/25,蜀大侠成都绿地468店（直营店）,迪比克喷射奶油700ml,4
2022/5/25,蜀大侠成都绿地468店（直营店）,F60果葡糖浆6kg,1
2022/5/27,蜀大侠成都绿地468店（直营店）,原切大侠雪花肥牛20kg,1
2022/5/27,蜀大侠成都绿地468店（直营店）,海之隆脆骨羊肉板2.5kg*10,1
2022/5/27,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/5/27,蜀大侠成都绿地468店（直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/5/27,蜀大侠成都绿地468店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/5/27,蜀大侠成都绿地468店（直营店）,黄天鹅高品质鸡蛋30个,1
2022/5/27,蜀大侠成都绿地468店（直营店）,塑料勺子20把,1
2022/5/27,蜀大侠成都绿地468店（直营店）,峰仔白色恋人330g*14,1
2022/5/27,蜀大侠成都绿地468店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/5/27,蜀大侠成都绿地468店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/5/27,蜀大侠成都绿地468店（直营店）,自然馋嫩滑猪肝(椒麻味)1kg*10,1
2022/5/27,蜀大侠成都绿地468店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/5/27,蜀大侠成都绿地468店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/5/27,蜀大侠成都绿地468店（直营店）,八奇牛开心五香麻辣牛肉粒1.2kg*10,1
2022/5/27,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,1
2022/5/27,蜀大侠成都绿地468店（直营店）,和牛串串216g*20,1
2022/5/27,蜀大侠成都绿地468店（直营店）,自然馋严选千层肚1kg*10,1
2022/5/27,蜀大侠成都绿地468店（直营店）,自然馋酒酿迷你糍粑7.2kg,1
2022/5/27,蜀大侠成都绿地468店（直营店）,自然馋贡菜5kg,2
2022/5/27,蜀大侠成都绿地468店（直营店）,大侠贡菜肉滑1kg*10,1
2022/5/27,蜀大侠成都绿地468店（直营店）,自然馋麻辣排骨1.2kg*8,2
2022/5/25,蜀大侠成都绿地468店（直营店）,蜀大侠牛油无渣火锅底料1.75kg*9(升级版),13
2022/5/25,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),5
2022/5/25,蜀大侠成都绿地468店（直营店）,蜀大侠复合调味粉60g*150(升级版),1
2022/5/25,蜀大侠成都绿地468店（直营店）,探川椒麻包26g*200,3
2022/5/25,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料600g*30(升级版),4
2022/5/25,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1.9kg*10（大红锅升级版微辣2.0）,5
2022/5/25,蜀大侠成都绿地468店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),1
2022/5/25,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1.9kg*9(大红锅升级版),3
2022/5/25,蜀大侠成都绿地468店（直营店）,探川椒麻包110g*100,3
2022/5/25,蜀大侠成都绿地468店（直营店）,蜀大侠菌汤膏135g*74,1
2022/5/25,蜀大侠成都绿地468店（直营店）,自然馋土豆宽粉180g*50,2
2022/5/25,蜀大侠成都绿地468店（直营店）,美好火腿肠170g*30,1
2022/5/25,蜀大侠成都绿地468店（直营店）,自然馋黑土猪火锅午餐肉340g*24,1
2022/5/25,蜀大侠成都绿地468店（直营店）,探川椒麻包95g*100,2
2022/5/25,蜀大侠成都绿地468店（直营店）,自然馋牛奶鸭血300g*20,5
2022/5/25,蜀大侠成都绿地468店（直营店）,自然馋火锅川粉180g*50,4
2022/5/25,蜀大侠成都绿地468店（直营店）,千禾陈醋5L*2,2
2022/5/25,蜀大侠成都绿地468店（直营店）,笋胡子清水笋片1kg*10,1
2022/5/25,蜀大侠成都绿地468店（直营店）,蜀大侠盒装纸巾(250盒),2
2022/5/25,蜀大侠成都绿地468店（直营店）,花千骨专用红油,3
2022/5/23,蜀大侠成都绿地468店（直营店）,迪比克奶油1L,20
2022/5/23,蜀大侠成都绿地468店（直营店）,浦元家冷冻青提汁饮料1kg,3
2022/5/27,蜀大侠成都绿地468店（直营店）,自然馋严选千层肚1kg*10,1
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠定制包装底料1.4kg*14(外卖升级版),2
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠定制包装底料750g*22(外卖升级版),2
2022/5/26,蜀大侠成都绿地468店（直营店）,塑料勺子20把,1
2022/5/30,蜀大侠成都绿地468店（直营店）,黄天鹅高品质鸡蛋30个,1
2022/5/30,蜀大侠成都绿地468店（直营店）,八奇牛麻辣牛肉1.2kg*10,2
2022/5/30,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,2
2022/5/30,蜀大侠成都绿地468店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),2
2022/5/30,蜀大侠成都绿地468店（直营店）,海霸王虾味饺100g*30,1
2022/5/30,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,1
2022/5/30,蜀大侠成都绿地468店（直营店）,洋风椰蓉抹茶大福500g*10,1
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1.65kg*10(中锅升级版),16
2022/5/30,蜀大侠成都绿地468店（直营店）,自然馋黑土猪火锅午餐肉340g*24,4
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),20
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),2
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠复合调味粉60g*150(升级版),1
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠复合调味粉100g*90(升级版),1
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠侠客打锅牛油50g*132,3
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料600g*30(升级版),1
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1.9kg*9(大红锅升级版),14
2022/5/30,蜀大侠成都绿地468店（直营店）,天味中式香肠85g*50,1
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1.9kg*10（大红锅升级版微辣2.0）,5
2022/5/30,蜀大侠成都绿地468店（直营店）,探川椒麻包110g*100,1
2022/5/30,蜀大侠成都绿地468店（直营店）,小枣1.5kg,1
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠菌汤膏135g*74,1
2022/5/30,蜀大侠成都绿地468店（直营店）,热敏纸80mm*80mm,2
2022/5/30,蜀大侠成都绿地468店（直营店）,探川椒麻包26g*200,2
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠侠客打锅牛油100g*96,2
2022/5/30,蜀大侠成都绿地468店（直营店）,枸杞1.5kg,1
2022/5/30,蜀大侠成都绿地468店（直营店）,美好火腿肠170g*30,4
2022/5/30,蜀大侠成都绿地468店（直营店）,全木浆擦手纸(188-190mm)-24包,2
2022/5/30,蜀大侠成都绿地468店（直营店）,自然馋牛奶鸭血300g*20,8
2022/5/30,蜀大侠成都绿地468店（直营店）,笋胡子清水笋片1kg*10,2
2022/5/30,蜀大侠成都绿地468店（直营店）,珍宝大卷纸,1
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠食用植物调和油65ml*200,8
2022/5/30,蜀大侠成都绿地468店（直营店）,洁劲洗洁精10kg*2,3
2022/5/30,蜀大侠成都绿地468店（直营店）,蜀大侠无糖薄荷糖2.5kg(海盐菠萝味),2
2022/5/30,蜀大侠成都绿地468店（直营店）,千禾陈醋5L*2,3
2022/6/1,蜀大侠成都绿地468店（直营店）,自然馋麻辣排骨1.2kg*8,2
2022/6/1,蜀大侠成都绿地468店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/6/1,蜀大侠成都绿地468店（直营店）,千喜鹤猪脑花(96个),1
2022/6/1,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,2
2022/6/1,蜀大侠成都绿地468店（直营店）,海霸王虾味饺100g*30,1
2022/6/1,蜀大侠成都绿地468店（直营店）,自然馋黑鱼片500g*20,1
2022/6/1,蜀大侠成都绿地468店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),3
2022/6/1,蜀大侠成都绿地468店（直营店）,自然馋严选千层肚1kg*10,1
2022/6/1,蜀大侠成都绿地468店（直营店）,八奇牛麻辣牛肉1.2kg*10,2
2022/6/1,蜀大侠成都绿地468店（直营店）,洋风椰蓉抹茶大福500g*10,1
2022/6/1,蜀大侠成都绿地468店（直营店）,卤肥肠1kg*10,1
2022/6/1,蜀大侠成都绿地468店（直营店）,火锅虾仁蛋饺120g*24,1
2022/6/1,蜀大侠成都绿地468店（直营店）,冷冻海带1kg*10,1
2022/6/1,蜀大侠成都绿地468店（直营店）,大侠贡菜肉滑1kg*10,1
2022/6/1,蜀大侠成都绿地468店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/6/1,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,3
2022/6/1,蜀大侠成都绿地468店（直营店）,黄天鹅高品质鸡蛋30个,3
2022/6/1,蜀大侠成都绿地468店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/6/1,蜀大侠成都绿地468店（直营店）,泉润脱骨鸭掌2kg*6,2
2022/6/1,蜀大侠成都绿地468店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/6/1,蜀大侠成都绿地468店（直营店）,八奇牛嫩牛肉1.2kg*10,2
2022/6/3,蜀大侠成都绿地468店（直营店）,84消毒液450g*20(统采),2
2022/6/4,蜀大侠成都绿地468店（直营店）,蜀大侠-笋子牛肉酱,2
2022/6/4,蜀大侠成都绿地468店（直营店）,千禾陈醋5L*2,3
2022/6/4,蜀大侠成都绿地468店（直营店）,千禾鲜蚝油6kg*2,3
2022/6/2,蜀大侠成都绿地468店（直营店）,头绳200/根(统采),7
2022/6/2,蜀大侠成都绿地468店（直营店）,隔离垫50cm*30cm*10cm(统采),6
2022/6/2,蜀大侠成都绿地468店（直营店）,胶围裙(统采),6
2022/6/2,蜀大侠成都绿地468店（直营店）,医用口罩-10个(统采),50
2022/6/2,蜀大侠成都绿地468店（直营店）,打包袋20cm*24cm-150扎(统采),10
2022/6/2,蜀大侠成都绿地468店（直营店）,加长胶手套(统采),50
2022/6/2,蜀大侠成都绿地468店（直营店）,30不锈钢大漏勺(统采),1
2022/6/2,蜀大侠成都绿地468店（直营店）,1000ml圆形打包盒-300个(统采),2
2022/6/2,蜀大侠成都绿地468店（直营店）,一次性勺子黄色-500个(统采),10
2022/6/2,蜀大侠成都绿地468店（直营店）,1号电池2粒(统采),5
2022/6/2,蜀大侠成都绿地468店（直营店）,pe调味挤瓶500ml(统采),3
2022/6/2,蜀大侠成都绿地468店（直营店）,打蒜机(统采),1
2022/6/2,蜀大侠成都绿地468店（直营店）,一次性勺子透明-500个(统采),1
2022/6/2,蜀大侠成都绿地468店（直营店）,一次性塑料布丁杯200ml(含拱盖)1400套,1
2022/6/2,蜀大侠成都绿地468店（直营店）,芒果味布丁粉1kg,5
2022/6/2,蜀大侠成都绿地468店（直营店）,牛奶味布丁粉1kg,5
2022/6/2,蜀大侠成都绿地468店（直营店）,浦元家红豆龙珠850g,2
2022/6/2,蜀大侠成都绿地468店（直营店）,一次性布丁杯110ml(含平盖）2000套,1
2022/6/2,蜀大侠成都绿地468店（直营店）,甜品小花-960张,1
2022/6/2,蜀大侠成都绿地468店（直营店）,浦元家青稞龙珠850g,2
2022/6/3,蜀大侠成都绿地468店（直营店）,元宝大豆油10L*2,6
2022/6/2,蜀大侠成都绿地468店（直营店）,pe调味挤瓶500ml(统采),3
2022/6/3,蜀大侠成都绿地468店（直营店）,菊乐纯牛奶250ml*24,10
2022/6/5,蜀大侠成都绿地468店（直营店）,2021年女士服务员夏装短袖M(上衣+裤子),6
2022/6/5,蜀大侠成都绿地468店（直营店）,所食鲜经典椰浆1L,6
2022/6/5,蜀大侠成都绿地468店（直营店）,芒果果蓉1.2kg,5
2022/6/5,蜀大侠成都绿地468店（直营店）,2021年男士服务员夏装短袖L(上衣+裤子),5
2022/6/5,蜀大侠成都绿地468店（直营店）,牛乳茶1kg,10
2022/6/5,蜀大侠成都绿地468店（直营店）,混合小芋圆700g,6
2022/6/5,蜀大侠成都绿地468店（直营店）,2021年男士服务员夏装短袖XL(上衣+裤子),5
2022/6/5,蜀大侠成都绿地468店（直营店）,2021年女士服务员夏装短袖L(上衣+裤子),1
2022/6/5,蜀大侠成都绿地468店（直营店）,2021年女士服务员夏装短袖S(上衣+裤子),1
2022/6/4,蜀大侠成都绿地468店（直营店）,片碱25kg(统采),1
2022/6/5,蜀大侠成都绿地468店（直营店）,八奇牛青花椒味火锅牛排1kg*12,1
2022/6/5,蜀大侠成都绿地468店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/6/5,蜀大侠成都绿地468店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/6/5,蜀大侠成都绿地468店（直营店）,大侠贡菜肉滑1kg*10,1
2022/6/5,蜀大侠成都绿地468店（直营店）,自然馋黑鱼片500g*20,1
2022/6/5,蜀大侠成都绿地468店（直营店）,黄天鹅高品质鸡蛋30个,3
2022/6/5,蜀大侠成都绿地468店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/6/5,蜀大侠成都绿地468店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/6/5,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,1
2022/6/5,蜀大侠成都绿地468店（直营店）,潮禧汕头牛肉丸AAA特级500g*20,1
2022/6/5,蜀大侠成都绿地468店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/6/5,蜀大侠成都绿地468店（直营店）,自然馋严选千层肚1kg*10,1
2022/6/5,蜀大侠成都绿地468店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/6/5,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,3
2022/6/5,蜀大侠成都绿地468店（直营店）,冷冻海带1kg*10,1
2022/6/5,蜀大侠成都绿地468店（直营店）,卤肥肠1kg*10,1
2022/6/8,蜀大侠成都绿地468店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/6/8,蜀大侠成都绿地468店（直营店）,火柴,20
2022/6/8,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/6/8,蜀大侠成都绿地468店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/6/8,蜀大侠成都绿地468店（直营店）,海霸王虾味饺100g*30,1
2022/6/8,蜀大侠成都绿地468店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/6/8,蜀大侠成都绿地468店（直营店）,外卖锅（玻璃盖燃料版）配漏勺&灭火盖,10
